level,body_interspace,vertebral_number,approach,category,implant,object,side,x,y,length,width,angle,fusion,interbody_fusion,fixation_uiv_liv,left_x,superior_y,right_x,inferior_y,superior_vert_lateral_pars_x,lateral_tp_x,lateral_pars_x,superior_vert_inferior_pedicle_y,superior_lamina_y,inferior_lamina_y,inferior_pedicle_y,body_center_y,superior_tp_y,inferior_tp_y,inferior_facet_lateral_border_x,inferior_facet_superior_border_y,inferior_facet_inferior_border_y,inferior_facet_medial_border_x,inferior_endplate_y,superior_endplate_y,superior_endplate_inferior_body_y,inferior_endplate_superior_body_y,direction
C2,body,2,posterior,implant,yes,transarticular_screw,right,0.519,0.863,0.8,0.75,95,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C1,body,1,posterior,implant,yes,translaminar_screw,left,0.49,0.885,1,0.75,-15,yes,no,yes,,,,,,,,,,,,0.88,,,,,,,,,,,
C1,body,1,posterior,implant,yes,translaminar_screw,right,0.51,0.885,1,0.75,-15,yes,no,yes,,,,,,,,,,,,0.88,,,,,,,,,,,
C2,body,2,posterior,implant,yes,translaminar_screw,left,0.49,0.869,1,0.75,-15,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C2,body,2,posterior,implant,yes,translaminar_screw,right,0.51,0.869,1,0.75,-15,yes,no,yes,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C3,body,3,posterior,implant,yes,translaminar_screw,left,0.49,0.849,1,0.75,-15,yes,no,yes,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C3,body,3,posterior,implant,yes,translaminar_screw,right,0.51,0.849,1,0.75,-15,yes,no,yes,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C4,body,4,posterior,implant,yes,translaminar_screw,left,0.49,0.829,1,0.75,-15,yes,no,yes,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C4,body,4,posterior,implant,yes,translaminar_screw,right,0.51,0.829,1,0.75,-15,yes,no,yes,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C5,body,5,posterior,implant,yes,translaminar_screw,left,0.49,0.81,1,0.75,-15,yes,no,yes,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C5,body,5,posterior,implant,yes,translaminar_screw,right,0.51,0.81,1,0.75,-15,yes,no,yes,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C6,body,6,posterior,implant,yes,translaminar_screw,left,0.49,0.792,1,0.75,-15,yes,no,yes,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C6,body,6,posterior,implant,yes,translaminar_screw,right,0.51,0.792,1,0.75,-15,yes,no,yes,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C7,body,7,posterior,implant,yes,translaminar_screw,left,0.49,0.773,1,0.75,-15,yes,no,yes,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
C7,body,7,posterior,implant,yes,translaminar_screw,right,0.51,0.773,1,0.75,-15,yes,no,yes,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
T1,body,8,posterior,implant,yes,translaminar_screw,left,0.49,0.749,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T1,body,8,posterior,implant,yes,translaminar_screw,right,0.51,0.749,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T2,body,9,posterior,implant,yes,translaminar_screw,left,0.49,0.725,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T2,body,9,posterior,implant,yes,translaminar_screw,right,0.51,0.725,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T3,body,10,posterior,implant,yes,translaminar_screw,left,0.49,0.701,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T3,body,10,posterior,implant,yes,translaminar_screw,right,0.51,0.701,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T4,body,11,posterior,implant,yes,translaminar_screw,left,0.49,0.671,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T4,body,11,posterior,implant,yes,translaminar_screw,right,0.51,0.671,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T5,body,12,posterior,implant,yes,translaminar_screw,left,0.49,0.642,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T5,body,12,posterior,implant,yes,translaminar_screw,right,0.51,0.642,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T6,body,13,posterior,implant,yes,translaminar_screw,left,0.49,0.61,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T6,body,13,posterior,implant,yes,translaminar_screw,right,0.51,0.61,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T7,body,14,posterior,implant,yes,translaminar_screw,left,0.49,0.578,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T7,body,14,posterior,implant,yes,translaminar_screw,right,0.51,0.578,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T8,body,15,posterior,implant,yes,translaminar_screw,left,0.49,0.544,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T8,body,15,posterior,implant,yes,translaminar_screw,right,0.51,0.544,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T9,body,16,posterior,implant,yes,translaminar_screw,left,0.49,0.511,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T9,body,16,posterior,implant,yes,translaminar_screw,right,0.51,0.511,1,0.75,-15,yes,no,yes,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T10,body,17,posterior,implant,yes,translaminar_screw,left,0.49,0.48,1,0.75,-15,yes,no,yes,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T10,body,17,posterior,implant,yes,translaminar_screw,right,0.51,0.48,1,0.75,-15,yes,no,yes,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T11,body,18,posterior,implant,yes,translaminar_screw,left,0.49,0.445,1,0.75,-15,yes,no,yes,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T11,body,18,posterior,implant,yes,translaminar_screw,right,0.51,0.445,1,0.75,-15,yes,no,yes,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T12,body,19,posterior,implant,yes,translaminar_screw,left,0.49,0.407,1,0.75,-15,yes,no,yes,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
T12,body,19,posterior,implant,yes,translaminar_screw,right,0.51,0.407,1,0.75,-15,yes,no,yes,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
L1,body,20,posterior,implant,yes,translaminar_screw,left,0.49,0.372,1,0.75,-15,yes,no,yes,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L1,body,20,posterior,implant,yes,translaminar_screw,right,0.51,0.372,1,0.75,-15,yes,no,yes,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L2,body,21,posterior,implant,yes,translaminar_screw,left,0.49,0.335,1,0.75,-15,yes,no,yes,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L2,body,21,posterior,implant,yes,translaminar_screw,right,0.51,0.335,1,0.75,-15,yes,no,yes,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L3,body,22,posterior,implant,yes,translaminar_screw,left,0.49,0.298,1,0.75,-15,yes,no,yes,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L3,body,22,posterior,implant,yes,translaminar_screw,right,0.51,0.298,1,0.75,-15,yes,no,yes,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L4,body,23,posterior,implant,yes,translaminar_screw,left,0.49,0.26,1,0.75,-15,yes,no,yes,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L4,body,23,posterior,implant,yes,translaminar_screw,right,0.51,0.26,1,0.75,-15,yes,no,yes,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L5,body,24,posterior,implant,yes,translaminar_screw,left,0.49,0.224,1,0.75,-15,yes,no,yes,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
L5,body,24,posterior,implant,yes,translaminar_screw,right,0.51,0.224,1,0.75,-15,yes,no,yes,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
C2,body,2,posterior,decompression,no,transpedicular_approach,left,0.475,0.866,,0.008,,yes,no,no,0.484,0.863,0.492,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C2,body,2,posterior,decompression,no,transpedicular_approach,right,0.525,0.866,,0.008,,yes,no,no,0.508,0.863,0.516,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C3,body,3,posterior,decompression,no,transpedicular_approach,left,0.475,0.848,,0.008,,yes,no,no,0.484,0.845,0.492,0.835,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C3,body,3,posterior,decompression,no,transpedicular_approach,right,0.525,0.848,,0.008,,yes,no,no,0.508,0.845,0.516,0.835,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C4,body,4,posterior,decompression,no,transpedicular_approach,left,0.475,0.831,,0.008,,yes,no,no,0.484,0.826,0.492,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C4,body,4,posterior,decompression,no,transpedicular_approach,right,0.525,0.831,,0.008,,yes,no,no,0.508,0.826,0.516,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C5,body,5,posterior,decompression,no,transpedicular_approach,left,0.475,0.813,,0.008,,yes,no,no,0.484,0.807,0.492,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C5,body,5,posterior,decompression,no,transpedicular_approach,right,0.525,0.813,,0.008,,yes,no,no,0.508,0.807,0.516,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C6,body,6,posterior,decompression,no,transpedicular_approach,left,0.475,0.795,,0.008,,yes,no,no,0.484,0.789,0.492,0.779,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C6,body,6,posterior,decompression,no,transpedicular_approach,right,0.525,0.795,,0.008,,yes,no,no,0.508,0.789,0.516,0.779,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C7,body,7,posterior,decompression,no,transpedicular_approach,left,0.475,0.78,,0.008,,yes,no,no,0.484,0.766,0.492,0.756,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
C7,body,7,posterior,decompression,no,transpedicular_approach,right,0.525,0.78,,0.008,,yes,no,no,0.508,0.766,0.516,0.756,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
T1,body,8,posterior,decompression,no,transpedicular_approach,left,0.475,0.754,,0.008,,yes,no,no,0.484,0.742,0.492,0.732,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T1,body,8,posterior,decompression,no,transpedicular_approach,right,0.525,0.754,,0.008,,yes,no,no,0.508,0.742,0.516,0.732,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T2,body,9,posterior,decompression,no,transpedicular_approach,left,0.475,0.73,,0.006,,yes,no,no,0.488,0.72,0.494,0.705,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T2,body,9,posterior,decompression,no,transpedicular_approach,right,0.525,0.73,,0.006,,yes,no,no,0.506,0.72,0.512,0.705,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T3,body,10,posterior,decompression,no,transpedicular_approach,left,0.475,0.709,,0.006,,yes,no,no,0.488,0.692,0.494,0.677,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T3,body,10,posterior,decompression,no,transpedicular_approach,right,0.525,0.709,,0.006,,yes,no,no,0.506,0.692,0.512,0.677,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T4,body,11,posterior,decompression,no,transpedicular_approach,left,0.475,0.679,,0.006,,yes,no,no,0.488,0.667,0.494,0.647,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T4,body,11,posterior,decompression,no,transpedicular_approach,right,0.525,0.679,,0.006,,yes,no,no,0.506,0.667,0.512,0.647,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T5,body,12,posterior,decompression,no,transpedicular_approach,left,0.475,0.653,,0.006,,yes,no,no,0.488,0.634,0.494,0.614,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T5,body,12,posterior,decompression,no,transpedicular_approach,right,0.525,0.653,,0.006,,yes,no,no,0.506,0.634,0.512,0.614,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T6,body,13,posterior,decompression,no,transpedicular_approach,left,0.475,0.623,,0.006,,yes,no,no,0.488,0.601,0.494,0.581,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T6,body,13,posterior,decompression,no,transpedicular_approach,right,0.525,0.623,,0.006,,yes,no,no,0.506,0.601,0.512,0.581,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T7,body,14,posterior,decompression,no,transpedicular_approach,left,0.475,0.591,,0.006,,yes,no,no,0.488,0.571,0.494,0.551,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T7,body,14,posterior,decompression,no,transpedicular_approach,right,0.525,0.591,,0.006,,yes,no,no,0.506,0.571,0.512,0.551,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T8,body,15,posterior,decompression,no,transpedicular_approach,left,0.475,0.561,,0.006,,yes,no,no,0.488,0.538,0.494,0.518,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T8,body,15,posterior,decompression,no,transpedicular_approach,right,0.525,0.561,,0.006,,yes,no,no,0.506,0.538,0.512,0.518,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T9,body,16,posterior,decompression,no,transpedicular_approach,left,0.475,0.529,,0.006,,yes,no,no,0.488,0.506,0.494,0.486,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T9,body,16,posterior,decompression,no,transpedicular_approach,right,0.525,0.529,,0.006,,yes,no,no,0.506,0.506,0.512,0.486,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T10,body,17,posterior,decompression,no,transpedicular_approach,left,0.475,0.492,,0.006,,yes,no,no,0.488,0.473,0.494,0.453,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T10,body,17,posterior,decompression,no,transpedicular_approach,right,0.525,0.492,,0.006,,yes,no,no,0.506,0.473,0.512,0.453,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T11,body,18,posterior,decompression,no,transpedicular_approach,left,0.475,0.453,,0.006,,yes,no,no,0.488,0.435,0.494,0.415,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T11,body,18,posterior,decompression,no,transpedicular_approach,right,0.525,0.453,,0.006,,yes,no,no,0.506,0.435,0.512,0.415,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T12,body,19,posterior,decompression,no,transpedicular_approach,left,0.475,0.423,,0.006,,yes,no,no,0.488,0.393,0.494,0.373,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
T12,body,19,posterior,decompression,no,transpedicular_approach,right,0.525,0.423,,0.006,,yes,no,no,0.506,0.393,0.512,0.373,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
L1,body,20,posterior,decompression,no,transpedicular_approach,left,0.4725,0.384,,0.006,,yes,no,no,0.488,0.359,0.494,0.339,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L1,body,20,posterior,decompression,no,transpedicular_approach,right,0.5275,0.384,,0.006,,yes,no,no,0.506,0.359,0.512,0.339,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L2,body,21,posterior,decompression,no,transpedicular_approach,left,0.47,0.352,,0.006,,yes,no,no,0.488,0.325,0.494,0.305,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L2,body,21,posterior,decompression,no,transpedicular_approach,right,0.53,0.352,,0.006,,yes,no,no,0.506,0.325,0.512,0.305,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L3,body,22,posterior,decompression,no,transpedicular_approach,left,0.4675,0.311,,0.006,,yes,no,no,0.488,0.284,0.494,0.264,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L3,body,22,posterior,decompression,no,transpedicular_approach,right,0.5325,0.311,,0.006,,yes,no,no,0.506,0.284,0.512,0.264,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L4,body,23,posterior,decompression,no,transpedicular_approach,left,0.465,0.272,,0.009,,yes,no,no,0.485,0.248,0.494,0.228,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L4,body,23,posterior,decompression,no,transpedicular_approach,right,0.535,0.272,,0.009,,yes,no,no,0.506,0.248,0.515,0.228,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L5,body,24,posterior,decompression,no,transpedicular_approach,left,0.4625,0.235,,0.014,,yes,no,no,0.48,0.208,0.494,0.188,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
L5,body,24,posterior,decompression,no,transpedicular_approach,right,0.5375,0.235,,0.014,,yes,no,no,0.506,0.208,0.52,0.188,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
C2,body,2,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.866,,0.008,,yes,no,no,0.484,0.863,0.492,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C2,body,2,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.866,,0.008,,yes,no,no,0.508,0.863,0.516,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C3,body,3,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.848,,0.008,,yes,no,no,0.484,0.845,0.492,0.835,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C3,body,3,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.848,,0.008,,yes,no,no,0.508,0.845,0.516,0.835,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C4,body,4,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.831,,0.008,,yes,no,no,0.484,0.826,0.492,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C4,body,4,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.831,,0.008,,yes,no,no,0.508,0.826,0.516,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C5,body,5,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.813,,0.008,,yes,no,no,0.484,0.807,0.492,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
C5,body,5,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.813,,0.008,,yes,no,no,0.508,0.807,0.516,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
C6,body,6,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.795,,0.008,,yes,no,no,0.484,0.789,0.492,0.779,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,,
C6,body,6,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.795,,0.008,,yes,no,no,0.508,0.789,0.516,0.779,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,,
C7,body,7,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.78,,0.008,,yes,no,no,0.484,0.766,0.492,0.756,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,,
C7,body,7,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.78,,0.008,,yes,no,no,0.508,0.766,0.516,0.756,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,,
T1,body,8,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.746,,0.008,,yes,no,no,0.484,0.742,0.492,0.732,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T1,body,8,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.746,,0.008,,yes,no,no,0.508,0.742,0.516,0.732,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T2,body,9,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.72,,0.006,,yes,no,no,0.488,0.72,0.494,0.705,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T2,body,9,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.72,,0.006,,yes,no,no,0.506,0.72,0.512,0.705,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T3,body,10,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.695,,0.006,,yes,no,no,0.488,0.692,0.494,0.677,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T3,body,10,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.695,,0.006,,yes,no,no,0.506,0.692,0.512,0.677,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4,body,11,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.668,,0.006,,yes,no,no,0.488,0.667,0.494,0.647,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T4,body,11,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.668,,0.006,,yes,no,no,0.506,0.667,0.512,0.647,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5,body,12,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.64,,0.006,,yes,no,no,0.488,0.634,0.494,0.614,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T5,body,12,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.64,,0.006,,yes,no,no,0.506,0.634,0.512,0.614,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T6,body,13,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.606,,0.006,,yes,no,no,0.488,0.601,0.494,0.581,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T6,body,13,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.606,,0.006,,yes,no,no,0.506,0.601,0.512,0.581,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T7,body,14,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.577,,0.006,,yes,no,no,0.488,0.571,0.494,0.551,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
