level,vertebral_number,body_interspace,approach,category,implant,object,side,x,y,fusion,interbody_fusion,fixation_uiv_liv,direction,object_id
L5,24,body,posterior,implant,yes,tp_hook,left,0.466,0.238,yes,no,yes,,L5_left_tp_hook_1
L5,24,body,posterior,implant,yes,tp_hook,right,0.534,0.238,yes,no,yes,,L5_right_tp_hook_1
C2,2,body,posterior,implant,yes,transarticular_screw,left,0.481,0.863,yes,no,yes,,C2_left_transarticular_screw_1
C2,2,body,posterior,implant,yes,transarticular_screw,right,0.519,0.863,yes,no,yes,,C2_right_transarticular_screw_1
C1,1,body,posterior,implant,yes,translaminar_screw,left,0.49,0.885,yes,no,yes,,C1_left_translaminar_screw_1
C1,1,body,posterior,implant,yes,translaminar_screw,right,0.51,0.885,yes,no,yes,,C1_right_translaminar_screw_1
C2,2,body,posterior,implant,yes,translaminar_screw,left,0.49,0.869,yes,no,yes,,C2_left_translaminar_screw_1
C2,2,body,posterior,implant,yes,translaminar_screw,right,0.51,0.869,yes,no,yes,,C2_right_translaminar_screw_1
C3,3,body,posterior,implant,yes,translaminar_screw,left,0.49,0.849,yes,no,yes,,C3_left_translaminar_screw_1
C3,3,body,posterior,implant,yes,translaminar_screw,right,0.51,0.849,yes,no,yes,,C3_right_translaminar_screw_1
C4,4,body,posterior,implant,yes,translaminar_screw,left,0.49,0.829,yes,no,yes,,C4_left_translaminar_screw_1
C4,4,body,posterior,implant,yes,translaminar_screw,right,0.51,0.829,yes,no,yes,,C4_right_translaminar_screw_1
C5,5,body,posterior,implant,yes,translaminar_screw,left,0.49,0.81,yes,no,yes,,C5_left_translaminar_screw_1
C5,5,body,posterior,implant,yes,translaminar_screw,right,0.51,0.81,yes,no,yes,,C5_right_translaminar_screw_1
C6,6,body,posterior,implant,yes,translaminar_screw,left,0.49,0.792,yes,no,yes,,C6_left_translaminar_screw_1
C6,6,body,posterior,implant,yes,translaminar_screw,right,0.51,0.792,yes,no,yes,,C6_right_translaminar_screw_1
C7,7,body,posterior,implant,yes,translaminar_screw,left,0.49,0.773,yes,no,yes,,C7_left_translaminar_screw_1
C7,7,body,posterior,implant,yes,translaminar_screw,right,0.51,0.773,yes,no,yes,,C7_right_translaminar_screw_1
T1,8,body,posterior,implant,yes,translaminar_screw,left,0.49,0.749,yes,no,yes,,T1_left_translaminar_screw_1
T1,8,body,posterior,implant,yes,translaminar_screw,right,0.51,0.749,yes,no,yes,,T1_right_translaminar_screw_1
T2,9,body,posterior,implant,yes,translaminar_screw,left,0.49,0.725,yes,no,yes,,T2_left_translaminar_screw_1
T2,9,body,posterior,implant,yes,translaminar_screw,right,0.51,0.725,yes,no,yes,,T2_right_translaminar_screw_1
T3,10,body,posterior,implant,yes,translaminar_screw,left,0.49,0.701,yes,no,yes,,T3_left_translaminar_screw_1
T3,10,body,posterior,implant,yes,translaminar_screw,right,0.51,0.701,yes,no,yes,,T3_right_translaminar_screw_1
T4,11,body,posterior,implant,yes,translaminar_screw,left,0.49,0.671,yes,no,yes,,T4_left_translaminar_screw_1
T4,11,body,posterior,implant,yes,translaminar_screw,right,0.51,0.671,yes,no,yes,,T4_right_translaminar_screw_1
T5,12,body,posterior,implant,yes,translaminar_screw,left,0.49,0.642,yes,no,yes,,T5_left_translaminar_screw_1
T5,12,body,posterior,implant,yes,translaminar_screw,right,0.51,0.642,yes,no,yes,,T5_right_translaminar_screw_1
T6,13,body,posterior,implant,yes,translaminar_screw,left,0.49,0.61,yes,no,yes,,T6_left_translaminar_screw_1
T6,13,body,posterior,implant,yes,translaminar_screw,right,0.51,0.61,yes,no,yes,,T6_right_translaminar_screw_1
T7,14,body,posterior,implant,yes,translaminar_screw,left,0.49,0.578,yes,no,yes,,T7_left_translaminar_screw_1
T7,14,body,posterior,implant,yes,translaminar_screw,right,0.51,0.578,yes,no,yes,,T7_right_translaminar_screw_1
T8,15,body,posterior,implant,yes,translaminar_screw,left,0.49,0.544,yes,no,yes,,T8_left_translaminar_screw_1
T8,15,body,posterior,implant,yes,translaminar_screw,right,0.51,0.544,yes,no,yes,,T8_right_translaminar_screw_1
T9,16,body,posterior,implant,yes,translaminar_screw,left,0.49,0.511,yes,no,yes,,T9_left_translaminar_screw_1
T9,16,body,posterior,implant,yes,translaminar_screw,right,0.51,0.511,yes,no,yes,,T9_right_translaminar_screw_1
T10,17,body,posterior,implant,yes,translaminar_screw,left,0.49,0.48,yes,no,yes,,T10_left_translaminar_screw_1
T10,17,body,posterior,implant,yes,translaminar_screw,right,0.51,0.48,yes,no,yes,,T10_right_translaminar_screw_1
T11,18,body,posterior,implant,yes,translaminar_screw,left,0.49,0.445,yes,no,yes,,T11_left_translaminar_screw_1
T11,18,body,posterior,implant,yes,translaminar_screw,right,0.51,0.445,yes,no,yes,,T11_right_translaminar_screw_1
T12,19,body,posterior,implant,yes,translaminar_screw,left,0.49,0.407,yes,no,yes,,T12_left_translaminar_screw_1
T12,19,body,posterior,implant,yes,translaminar_screw,right,0.51,0.407,yes,no,yes,,T12_right_translaminar_screw_1
L1,20,body,posterior,implant,yes,translaminar_screw,left,0.49,0.372,yes,no,yes,,L1_left_translaminar_screw_1
L1,20,body,posterior,implant,yes,translaminar_screw,right,0.51,0.372,yes,no,yes,,L1_right_translaminar_screw_1
L2,21,body,posterior,implant,yes,translaminar_screw,left,0.49,0.335,yes,no,yes,,L2_left_translaminar_screw_1
L2,21,body,posterior,implant,yes,translaminar_screw,right,0.51,0.335,yes,no,yes,,L2_right_translaminar_screw_1
L3,22,body,posterior,implant,yes,translaminar_screw,left,0.49,0.298,yes,no,yes,,L3_left_translaminar_screw_1
L3,22,body,posterior,implant,yes,translaminar_screw,right,0.51,0.298,yes,no,yes,,L3_right_translaminar_screw_1
L4,23,body,posterior,implant,yes,translaminar_screw,left,0.49,0.26,yes,no,yes,,L4_left_translaminar_screw_1
L4,23,body,posterior,implant,yes,translaminar_screw,right,0.51,0.26,yes,no,yes,,L4_right_translaminar_screw_1
L5,24,body,posterior,implant,yes,translaminar_screw,left,0.49,0.224,yes,no,yes,,L5_left_translaminar_screw_1
L5,24,body,posterior,implant,yes,translaminar_screw,right,0.51,0.224,yes,no,yes,,L5_right_translaminar_screw_1
C2,2,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.866,yes,no,no,,C2_left_transpedicular_approach_1
C2,2,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.866,yes,no,no,,C2_right_transpedicular_approach_1
C3,3,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.848,yes,no,no,,C3_left_transpedicular_approach_1
C3,3,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.848,yes,no,no,,C3_right_transpedicular_approach_1
C4,4,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.831,yes,no,no,,C4_left_transpedicular_approach_1
C4,4,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.831,yes,no,no,,C4_right_transpedicular_approach_1
C5,5,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.813,yes,no,no,,C5_left_transpedicular_approach_1
C5,5,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.813,yes,no,no,,C5_right_transpedicular_approach_1
C6,6,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.795,yes,no,no,,C6_left_transpedicular_approach_1
C6,6,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.795,yes,no,no,,C6_right_transpedicular_approach_1
C7,7,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.78,yes,no,no,,C7_left_transpedicular_approach_1
C7,7,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.78,yes,no,no,,C7_right_transpedicular_approach_1
T1,8,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.754,yes,no,no,,T1_left_transpedicular_approach_1
T1,8,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.754,yes,no,no,,T1_right_transpedicular_approach_1
T2,9,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.73,yes,no,no,,T2_left_transpedicular_approach_1
T2,9,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.73,yes,no,no,,T2_right_transpedicular_approach_1
T3,10,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.709,yes,no,no,,T3_left_transpedicular_approach_1
T3,10,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.709,yes,no,no,,T3_right_transpedicular_approach_1
T4,11,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.679,yes,no,no,,T4_left_transpedicular_approach_1
T4,11,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.679,yes,no,no,,T4_right_transpedicular_approach_1
T5,12,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.653,yes,no,no,,T5_left_transpedicular_approach_1
T5,12,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.653,yes,no,no,,T5_right_transpedicular_approach_1
T6,13,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.623,yes,no,no,,T6_left_transpedicular_approach_1
T6,13,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.623,yes,no,no,,T6_right_transpedicular_approach_1
T7,14,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.591,yes,no,no,,T7_left_transpedicular_approach_1
T7,14,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.591,yes,no,no,,T7_right_transpedicular_approach_1
T8,15,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.561,yes,no,no,,T8_left_transpedicular_approach_1
T8,15,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.561,yes,no,no,,T8_right_transpedicular_approach_1
T9,16,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.529,yes,no,no,,T9_left_transpedicular_approach_1
T9,16,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.529,yes,no,no,,T9_right_transpedicular_approach_1
T10,17,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.492,yes,no,no,,T10_left_transpedicular_approach_1
T10,17,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.492,yes,no,no,,T10_right_transpedicular_approach_1
T11,18,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.453,yes,no,no,,T11_left_transpedicular_approach_1
T11,18,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.453,yes,no,no,,T11_right_transpedicular_approach_1
T12,19,body,posterior,decompression,no,transpedicular_approach,left,0.475,0.423,yes,no,no,,T12_left_transpedicular_approach_1
T12,19,body,posterior,decompression,no,transpedicular_approach,right,0.525,0.423,yes,no,no,,T12_right_transpedicular_approach_1
L1,20,body,posterior,decompression,no,transpedicular_approach,left,0.4725,0.384,yes,no,no,,L1_left_transpedicular_approach_1
L1,20,body,posterior,decompression,no,transpedicular_approach,right,0.5275,0.384,yes,no,no,,L1_right_transpedicular_approach_1
L2,21,body,posterior,decompression,no,transpedicular_approach,left,0.47,0.352,yes,no,no,,L2_left_transpedicular_approach_1
L2,21,body,posterior,decompression,no,transpedicular_approach,right,0.53,0.352,yes,no,no,,L2_right_transpedicular_approach_1
L3,22,body,posterior,decompression,no,transpedicular_approach,left,0.4675,0.311,yes,no,no,,L3_left_transpedicular_approach_1
L3,22,body,posterior,decompression,no,transpedicular_approach,right,0.5325,0.311,yes,no,no,,L3_right_transpedicular_approach_1
L4,23,body,posterior,decompression,no,transpedicular_approach,left,0.465,0.272,yes,no,no,,L4_left_transpedicular_approach_1
L4,23,body,posterior,decompression,no,transpedicular_approach,right,0.535,0.272,yes,no,no,,L4_right_transpedicular_approach_1
L5,24,body,posterior,decompression,no,transpedicular_approach,left,0.4625,0.235,yes,no,no,,L5_left_transpedicular_approach_1
L5,24,body,posterior,decompression,no,transpedicular_approach,right,0.5375,0.235,yes,no,no,,L5_right_transpedicular_approach_1
C2,2,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.866,yes,no,no,,C2_left_lateral_extracavitary_approach_1
C2,2,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.866,yes,no,no,,C2_right_lateral_extracavitary_approach_1
C3,3,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.848,yes,no,no,,C3_left_lateral_extracavitary_approach_1
C3,3,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.848,yes,no,no,,C3_right_lateral_extracavitary_approach_1
C4,4,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.831,yes,no,no,,C4_left_lateral_extracavitary_approach_1
C4,4,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.831,yes,no,no,,C4_right_lateral_extracavitary_approach_1
C5,5,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.813,yes,no,no,,C5_left_lateral_extracavitary_approach_1
C5,5,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.813,yes,no,no,,C5_right_lateral_extracavitary_approach_1
C6,6,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.795,yes,no,no,,C6_left_lateral_extracavitary_approach_1
C6,6,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.795,yes,no,no,,C6_right_lateral_extracavitary_approach_1
C7,7,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.78,yes,no,no,,C7_left_lateral_extracavitary_approach_1
C7,7,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.78,yes,no,no,,C7_right_lateral_extracavitary_approach_1
T1,8,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.746,yes,no,no,,T1_left_lateral_extracavitary_approach_1
T1,8,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.746,yes,no,no,,T1_right_lateral_extracavitary_approach_1
T2,9,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.72,yes,no,no,,T2_left_lateral_extracavitary_approach_1
T2,9,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.72,yes,no,no,,T2_right_lateral_extracavitary_approach_1
T3,10,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.695,yes,no,no,,T3_left_lateral_extracavitary_approach_1
T3,10,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.695,yes,no,no,,T3_right_lateral_extracavitary_approach_1
T4,11,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.668,yes,no,no,,T4_left_lateral_extracavitary_approach_1
T4,11,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.668,yes,no,no,,T4_right_lateral_extracavitary_approach_1
T5,12,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.64,yes,no,no,,T5_left_lateral_extracavitary_approach_1
T5,12,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.64,yes,no,no,,T5_right_lateral_extracavitary_approach_1
T6,13,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.606,yes,no,no,,T6_left_lateral_extracavitary_approach_1
T6,13,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.606,yes,no,no,,T6_right_lateral_extracavitary_approach_1
T7,14,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.577,yes,no,no,,T7_left_lateral_extracavitary_approach_1
T7,14,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.577,yes,no,no,,T7_right_lateral_extracavitary_approach_1
T8,15,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.544,yes,no,no,,T8_left_lateral_extracavitary_approach_1
T8,15,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.544,yes,no,no,,T8_right_lateral_extracavitary_approach_1
T9,16,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.508,yes,no,no,,T9_left_lateral_extracavitary_approach_1
T9,16,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.508,yes,no,no,,T9_right_lateral_extracavitary_approach_1
T10,17,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.476,yes,no,no,,T10_left_lateral_extracavitary_approach_1
T10,17,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.476,yes,no,no,,T10_right_lateral_extracavitary_approach_1
T11,18,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.438,yes,no,no,,T11_left_lateral_extracavitary_approach_1
T11,18,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.438,yes,no,no,,T11_right_lateral_extracavitary_approach_1
T12,19,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.4,yes,no,no,,T12_left_lateral_extracavitary_approach_1
T12,19,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.4,yes,no,no,,T12_right_lateral_extracavitary_approach_1
L1,20,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.4725,0.367,yes,no,no,,L1_left_lateral_extracavitary_approach_1
L1,20,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.5275,0.367,yes,no,no,,L1_right_lateral_extracavitary_approach_1
L2,21,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.47,0.33,yes,no,no,,L2_left_lateral_extracavitary_approach_1
L2,21,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.53,0.33,yes,no,no,,L2_right_lateral_extracavitary_approach_1
L3,22,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.4675,0.291,yes,no,no,,L3_left_lateral_extracavitary_approach_1
L3,22,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.5325,0.291,yes,no,no,,L3_right_lateral_extracavitary_approach_1
L4,23,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.465,0.252,yes,no,no,,L4_left_lateral_extracavitary_approach_1
L4,23,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.535,0.252,yes,no,no,,L4_right_lateral_extracavitary_approach_1
L5,24,body,posterior,decompression,no,lateral_extracavitary_approach,left,0.4625,0.224,yes,no,no,,L5_left_lateral_extracavitary_approach_1
L5,24,body,posterior,decompression,no,lateral_extracavitary_approach,right,0.5375,0.224,yes,no,no,,L5_right_lateral_extracavitary_approach_1
T1,8,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.746,no,no,no,,T1_left_lateral_extraforaminal_approach_1
T1,8,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.746,no,no,no,,T1_right_lateral_extraforaminal_approach_1
T2,9,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.72,no,no,no,,T2_left_lateral_extraforaminal_approach_1
T2,9,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.72,no,no,no,,T2_right_lateral_extraforaminal_approach_1
T3,10,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.695,no,no,no,,T3_left_lateral_extraforaminal_approach_1
T3,10,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.695,no,no,no,,T3_right_lateral_extraforaminal_approach_1
T4,11,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.668,no,no,no,,T4_left_lateral_extraforaminal_approach_1
T4,11,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.668,no,no,no,,T4_right_lateral_extraforaminal_approach_1
T5,12,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.64,no,no,no,,T5_left_lateral_extraforaminal_approach_1
T5,12,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.64,no,no,no,,T5_right_lateral_extraforaminal_approach_1
T6,13,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.606,no,no,no,,T6_left_lateral_extraforaminal_approach_1
T6,13,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.606,no,no,no,,T6_right_lateral_extraforaminal_approach_1
T7,14,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.577,no,no,no,,T7_left_lateral_extraforaminal_approach_1
T7,14,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.577,no,no,no,,T7_right_lateral_extraforaminal_approach_1
T8,15,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.544,no,no,no,,T8_left_lateral_extraforaminal_approach_1
T8,15,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.544,no,no,no,,T8_right_lateral_extraforaminal_approach_1
T9,16,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.508,no,no,no,,T9_left_lateral_extraforaminal_approach_1
T9,16,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.508,no,no,no,,T9_right_lateral_extraforaminal_approach_1
T10,17,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.476,no,no,no,,T10_left_lateral_extraforaminal_approach_1
T10,17,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.476,no,no,no,,T10_right_lateral_extraforaminal_approach_1
T11,18,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.438,no,no,no,,T11_left_lateral_extraforaminal_approach_1
T11,18,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.438,no,no,no,,T11_right_lateral_extraforaminal_approach_1
T12,19,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.4,no,no,no,,T12_left_lateral_extraforaminal_approach_1
T12,19,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.4,no,no,no,,T12_right_lateral_extraforaminal_approach_1
L1,20,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.4725,0.367,no,no,no,,L1_left_lateral_extraforaminal_approach_1
L1,20,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.5275,0.367,no,no,no,,L1_right_lateral_extraforaminal_approach_1
L2,21,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.47,0.33,no,no,no,,L2_left_lateral_extraforaminal_approach_1
L2,21,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.53,0.33,no,no,no,,L2_right_lateral_extraforaminal_approach_1
L3,22,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.4675,0.291,no,no,no,,L3_left_lateral_extraforaminal_approach_1
L3,22,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.5325,0.291,no,no,no,,L3_right_lateral_extraforaminal_approach_1
L4,23,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.465,0.252,no,no,no,,L4_left_lateral_extraforaminal_approach_1
L4,23,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.535,0.252,no,no,no,,L4_right_lateral_extraforaminal_approach_1
L5,24,body,posterior,decompression,no,lateral_extraforaminal_approach,left,0.4625,0.224,no,no,no,,L5_left_lateral_extraforaminal_approach_1
L5,24,body,posterior,decompression,no,lateral_extraforaminal_approach,right,0.5375,0.224,no,no,no,,L5_right_lateral_extraforaminal_approach_1
C1,1,body,posterior,implant,yes,crosslink,central,0.5,0.885,no,no,no,,C1_central_crosslink_1
C2,2,body,posterior,implant,yes,crosslink,central,0.5,0.865,no,no,no,,C2_central_crosslink_1
C3,3,body,posterior,implant,yes,crosslink,central,0.5,0.847,no,no,no,,C3_central_crosslink_1
C4,4,body,posterior,implant,yes,crosslink,central,0.5,0.828,no,no,no,,C4_central_crosslink_1
C5,5,body,posterior,implant,yes,crosslink,central,0.5,0.811,no,no,no,,C5_central_crosslink_1
C6,6,body,posterior,implant,yes,crosslink,central,0.5,0.793,no,no,no,,C6_central_crosslink_1
C7,7,body,posterior,implant,yes,crosslink,central,0.5,0.769,no,no,no,,C7_central_crosslink_1
T1,8,body,posterior,implant,yes,crosslink,central,0.5,0.747,no,no,no,,T1_central_crosslink_1
T2,9,body,posterior,implant,yes,crosslink,central,0.5,0.723,no,no,no,,T2_central_crosslink_1
T3,10,body,posterior,implant,yes,crosslink,central,0.5,0.701,no,no,no,,T3_central_crosslink_1
T4,11,body,posterior,implant,yes,crosslink,central,0.5,0.672,no,no,no,,T4_central_crosslink_1
T5,12,body,posterior,implant,yes,crosslink,central,0.5,0.643,no,no,no,,T5_central_crosslink_1
T6,13,body,posterior,implant,yes,crosslink,central,0.5,0.613,no,no,no,,T6_central_crosslink_1
T7,14,body,posterior,implant,yes,crosslink,central,0.5,0.583,no,no,no,,T7_central_crosslink_1
T8,15,body,posterior,implant,yes,crosslink,central,0.5,0.551,no,no,no,,T8_central_crosslink_1
T9,16,body,posterior,implant,yes,crosslink,central,0.5,0.52,no,no,no,,T9_central_crosslink_1
T10,17,body,posterior,implant,yes,crosslink,central,0.5,0.481,no,no,no,,T10_central_crosslink_1
T11,18,body,posterior,implant,yes,crosslink,central,0.5,0.447,no,no,no,,T11_central_crosslink_1
T12,19,body,posterior,implant,yes,crosslink,central,0.5,0.411,no,no,no,,T12_central_crosslink_1
L1,20,body,posterior,implant,yes,crosslink,central,0.5,0.375,no,no,no,,L1_central_crosslink_1
L2,21,body,posterior,implant,yes,crosslink,central,0.5,0.343,no,no,no,,L2_central_crosslink_1
L3,22,body,posterior,implant,yes,crosslink,central,0.5,0.301,no,no,no,,L3_central_crosslink_1
L4,23,body,posterior,implant,yes,crosslink,central,0.5,0.261,no,no,no,,L4_central_crosslink_1
L5,24,body,posterior,implant,yes,crosslink,central,0.5,0.228,no,no,no,,L5_central_crosslink_1
Occiput,0,body,posterior,implant,no,structural_allograft,central,0.5,0.9,yes,no,no,,Occiput_central_structural_allograft_1
C1,1,body,posterior,implant,no,structural_allograft,central,0.5,0.8785,yes,no,no,,C1_central_structural_allograft_1
C2,2,body,posterior,implant,no,structural_allograft,central,0.5,0.8585,yes,no,no,,C2_central_structural_allograft_1
C3,3,body,posterior,implant,no,structural_allograft,central,0.5,0.8405,yes,no,no,,C3_central_structural_allograft_1
C4,4,body,posterior,implant,no,structural_allograft,central,0.5,0.8215,yes,no,no,,C4_central_structural_allograft_1
C5,5,body,posterior,implant,no,structural_allograft,central,0.5,0.8025,yes,no,no,,C5_central_structural_allograft_1
C6,6,body,posterior,implant,no,structural_allograft,central,0.5,0.7915,yes,no,no,,C6_central_structural_allograft_1
C7,7,body,posterior,implant,no,structural_allograft,central,0.5,0.77,yes,no,no,,C7_central_structural_allograft_1
T1,8,body,posterior,implant,no,structural_allograft,central,0.5,0.749,yes,no,no,,T1_central_structural_allograft_1
T2,9,body,posterior,implant,no,structural_allograft,central,0.5,0.726,yes,no,no,,T2_central_structural_allograft_1
T3,10,body,posterior,implant,no,structural_allograft,central,0.5,0.7015,yes,no,no,,T3_central_structural_allograft_1
T4,11,body,posterior,implant,no,structural_allograft,central,0.5,0.6735,yes,no,no,,T4_central_structural_allograft_1
T5,12,body,posterior,implant,no,structural_allograft,central,0.5,0.643,yes,no,no,,T5_central_structural_allograft_1
T6,13,body,posterior,implant,no,structural_allograft,central,0.5,0.6115,yes,no,no,,T6_central_structural_allograft_1
T7,14,body,posterior,implant,no,structural_allograft,central,0.5,0.5805,yes,no,no,,T7_central_structural_allograft_1
T8,15,body,posterior,implant,no,structural_allograft,central,0.5,0.5475,yes,no,no,,T8_central_structural_allograft_1
T9,16,body,posterior,implant,no,structural_allograft,central,0.5,0.5135,yes,no,no,,T9_central_structural_allograft_1
T10,17,body,posterior,implant,no,structural_allograft,central,0.5,0.4815,yes,no,no,,T10_central_structural_allograft_1
T11,18,body,posterior,implant,no,structural_allograft,central,0.5,0.445,yes,no,no,,T11_central_structural_allograft_1
T12,19,body,posterior,implant,no,structural_allograft,central,0.5,0.405,yes,no,no,,T12_central_structural_allograft_1
L1,20,body,posterior,implant,no,structural_allograft,central,0.5,0.3685,yes,no,no,,L1_central_structural_allograft_1
L2,21,body,posterior,implant,no,structural_allograft,central,0.5,0.333,yes,no,no,,L2_central_structural_allograft_1
L3,22,body,posterior,implant,no,structural_allograft,central,0.5,0.296,yes,no,no,,L3_central_structural_allograft_1
L4,23,body,posterior,implant,no,structural_allograft,central,0.5,0.2595,yes,no,no,,L4_central_structural_allograft_1
L5,24,body,posterior,implant,no,structural_allograft,central,0.5,0.225,yes,no,no,,L5_central_structural_allograft_1
